life_history,Taxon,Habitat,Phylum,Class,Family,Genus,Species,Name,High_acc_temp,Low_acc_temp,Acc_window,proximity_high_acc_ctmax,Source,ctmax,ctmax_ARR,duration,latitude,longitude,Metric,ramping,abs_latitude,Latitudinal_bin,min_latitudinal_bin,Hemisphere,Abs_northern_distribution,Abs_southern_distrib,min_hemisphere_lim,max_hemisphere_lim,lat_range_size,mid_latitude,mean_env_temp,max_env_temp,Ctmax_now,TSM,time_loss_TSM_4.5,time_loss_TSM_8.5,time_gained_with_acclimation_4.5,time_gained_with_acclimation_8.5,percent_increase_TSM,Error_checked,Reference,doi,Jstor_ref,ref,url,,,,,,,,
adult,reptiles and amphibains,freshwater,Chordata,Amphibia,Ambystomatidae,Ambystoma,macrodactylum,Ambystoma macrodactylum,20.0,8.0,12.0,14.9,wild,34.9,0.1,14,45,-117,crit,30.0,45,mid,37.5,N,53,37,37,53,16,45,29.2,29.2,36.1,6.9,287.0,175.0,35.9,21.9,11,11/04/2017,Howard_et_al 1983,doi: 10.2307/1563592,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Drosophilidae,Drosophila,hydei,Drosophila hydei,27.0,19.0,8.0,13.6,wild,40.6,0.1,5,-37,145,crit,6.0,37,mid,37.5,S,74,-38,0,74,74,37,28.8,33.5,40.8,7.3,410.5,240.8,51.8,30.4,11,15/04/2017,Overgaard et al 2011,doi: 10.1086/661780,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Blaberidae,Eublaberus,posticus,Eublaberus posticus ,31.0,20.0,11.0,16.3,lab,47.3,0.1,7,10,116,crit,15.0,10,low,12.5,N,10,-30,0,10,10,5,31.6,41.3,47.4,6.1,373.3,225.5,47.2,28.5,11,11/04/2017,Goode 2013,,,"PhD Thesis: Effects Of Thermal Acclimation On The Critical Thermal Maxima Of The Tropical Cockroaches: Blaptica Dubia, Eublaberus Posticus And Blaberus Discoidalis (blaberidae), Eastern Kentucky University",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Phrynosomatidae,Urosaurus,ornatus,Urosaurus ornatus,35.0,24.0,11.0,9.5,wild,44.5,0.1,7,32,-111,crit,1.0,32,mid,37.5,N,40,21,21,40,20,30,34.7,40.5,44.5,4.0,140.4,83.3,17.9,10.6,11,14/04/2017,"Lowe and Vance, 1955",,,Science 122(3158) 73-74,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Anaxyrus,exsul,Anaxyrus exsul,30.0,23.0,7.0,7.1,wild,37.1,0.1,17,38,-116,crit,60.0,38,mid,37.5,N,37,37,37,37,0,37,27.6,32.7,36.8,4.1,202.5,121.6,26.0,15.6,11,17/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Aphidae,Myzus,persicae,Myzus persicae,25.0,20.0,5.0,15.9,lab,40.9,0.1,100,37,-2,crit,30.0,37,mid,37.5,N,60,-30,30,60,90,15,29.4,35.3,41.5,6.2,281.2,169.2,36.6,22.0,12,10/02/2017,Alford et al 2011,doi: 10.1111/j.1439-0418.2011.01658.x ,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,cylindraceus,Plethodon cylindraceus,25.0,15.0,10.0,8.9,wild,33.9,0.1,28,35,-81,crit,60.0,35,mid,37.5,N,43,29,29,43,15,36,33.6,39.6,35.0,0.0,0.0,0.0,0.0,0.0,0,13/02/2017,Elwood 2003,,,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,glutinosus,Plethodon glutinosus,25.0,15.0,10.0,9.6,wild,34.6,0.1,28,38,-82,crit,60.0,38,mid,37.5,N,43,29,29,43,15,36,29.2,35.2,35.1,0.0,0.0,0.0,0.0,0.0,0,13/02/2017,Elwood 2003,,,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",,,,,,,,,
adult,fish,marine,Chordata,Actinopterygii,Gobiidae,Bathygobius,fuscus,Bathygobius fuscus,36.0,26.0,10.0,6.4,wild,42.4,0.1,14,-5,123,crit,18.6,5,low,12.5,S,30,-30,0,30,30,15,29.7,30.9,41.5,10.6,641.7,384.8,83.4,50.0,12,10/04/2017,Eme & Bennett 2009,doi:10.1016/j.jtherbio.2009.02.005 ,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Mollusca,Bivalvia,Unionidae,Strophitus ,undulatus ,Elliptio complanata,25.0,15.0,10.0,16.6,wild,41.6,0.1,7,41,-77,leth,21.0,41,mid,37.5,N,50,27,27,50,23,39,27.7,27.7,42.0,14.3,608.9,372.0,79.2,48.4,12,11/04/2017,Galbraith et al 2012,doi: 10.1899/11-025.1,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Insecta,Corduliidae,Neurocordulia,alabamensis,Neurocordulia alabamensis,32.0,28.0,4.0,7.4,wild,39.4,0.1,2,33,-82,crit,120.0,33,mid,37.5,N,36,25,25,36,11,31,33.0,33.0,39.6,6.6,232.8,138.2,30.3,18.0,12,11/04/2017,Garten and Gentry 1976,,,Physiol Zool 49(2) 206-213,,,,,,,,,
adult,reptiles and amphibains,freshwater,Chordata,Amphibia,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,15.0,5.0,10.0,22.5,wild,37.5,0.1,14,36,-90,crit,45.0,36,mid,37.5,N,37,34,34,36,2,35,33.1,33.1,39.9,6.8,307.6,185.1,40.0,24.1,12,5/04/2017,Sealander and West 1969,,http://www.jstor.org/stable/3890956,Herpetologica 25(2) 122-124,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Salmonidae,Oncorhynchus,gilae,Oncorhynchus gilae,20.0,10.0,10.0,9.6,wild,29.6,0.1,14,33,-108,crit,1.2,33,mid,37.5,N,35,33,33,35,2,34,25.4,25.4,30.3,4.9,173.0,102.7,22.8,13.6,12,14/04/2017,Lee and Rinne 1980,doi: 10.1577/1548-8659(1980)109<632:CTMOFT>2.0.CO;2,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Crinia,victoriana,Crinia victoriana,25.0,10.0,15.0,10.0,wild,35.0,0.1,12,-37,151,crit,60.0,37,mid,37.5,S,-38,-38,38,38,0,38,24.7,28.8,35.0,6.2,318.9,188.7,42.5,25.2,12,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Hippolytidae,Lysmata ,amboinensis ,Lysmata amboinensis ,30.0,27.0,3.0,5.9,wild,35.9,0.1,30,7,80,crit,4.0,7,low,12.5,N,22,-15,0,22,22,11,29.5,31.3,35.8,4.5,261.0,159.8,34.8,21.3,12,13/02/2017,Neves 2013,,,"PhD Thesis: Tropical and temperate shrimps response to global warming: a comprehensive physiological and biochemical comparison, Universidade de Lisboa, Faculdade de Cie_ncias, Departamento de Biologia Animal ",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Crinia,signifera,Crinia signifera,25.0,5.0,20.0,8.5,wild,33.5,0.1,12,-43,146,crit,60.0,43,mid,37.5,S,-28,-43,28,43,16,35,18.9,23.9,32.7,8.8,635.0,374.2,85.7,50.5,12,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,rothii,Litoria rothii,30.0,10.0,20.0,8.9,wild,38.9,0.1,12,-21,148,crit,60.0,21,low,12.5,S,-12,-18,12,18,6,15,31.6,38.9,39.1,0.2,10.3,6.3,1.4,0.9,12,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Polychrotidae,Anolis,sagrei,Anolis sagrei,30.0,20.0,10.0,11.9,wild,41.9,0.1,7,29,-80,crit,120.0,29,mid,37.5,N,30,16,16,23,14,23,31.8,38.0,42.1,4.1,141.0,83.6,19.6,11.6,12,10/02/2017,Corn 1971,,http://www.jstor.org/stable/1562838,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Anaxyrus,boreas,Anaxyrus boreas,30.0,15.0,15.0,8.1,wild,38.1,0.1,17,34,-116,crit,60.0,34,mid,37.5,N,61,29,29,61,32,45,34.6,40.2,38.7,0.0,0.0,0.0,0.0,0.0,0,17/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,cylindraceus,Plethodon cylindraceus,25.0,15.0,10.0,9.5,wild,34.5,0.1,28,37,-80,crit,60.0,37,mid,37.5,N,43,29,29,43,15,36,29.7,35.3,35.2,0.0,0.0,0.0,0.0,0.0,0,13/02/2017,Elwood 2003,,,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,cylindraceus,Plethodon cylindraceus,25.0,15.0,10.0,9.5,wild,34.5,0.1,28,39,-75,crit,60.0,39,mid,37.5,N,43,29,29,43,15,36,30.7,35.6,35.3,0.0,0.0,0.0,0.0,0.0,0,13/02/2017,Elwood 2003,,,"PhD Thesis: Variation in hsp70 levels and thermotolerance among terrestrial salamanders of the Plethodon glutinosus complex, Drexel University",,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Salmonidae,Oncorhynchus,mykiss,Oncorhynchus mykiss,20.0,10.0,10.0,9.4,wild,29.4,0.1,14,34,-109,crit,1.2,34,mid,37.5,N,67,32,32,67,35,50,26.1,26.1,30.7,4.6,162.7,97.2,22.8,13.6,12,14/04/2017,Lee and Rinne 1980,doi: 10.1577/1548-8659(1980)109<632:CTMOFT>2.0.CO;2,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Hodotermitidae,Hodotermes,mossambicus,Hodotermes mossambicus,35.0,15.0,20.0,13.5,lab,48.5,0.1,15,-29,26,crit,60.0,29,mid,37.5,S,-10,-34,34,10,24,22,31.0,37.2,47.9,10.7,405.3,237.2,56.7,33.2,12,,Mitchell_et_al1993,doi: 10.1016/0022-1910(93)90085-6,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,glauerti ,Litoria glauerti,25.0,5.0,20.0,12.5,wild,37.5,0.1,12,-34,148,crit,60.0,34,mid,37.5,S,-13,-34,13,34,21,24,30.9,38.6,38.4,0.0,0.0,0.0,0.0,0.0,0,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
juvenile,reptiles and amphibains,freshwater,Chordata,Amphibia,Ranidae,Rana,catesbeiana,Rana catesbeiana,25.0,15.0,10.0,14.3,wild,39.3,0.1,14,39,-84,crit,60.0,39,mid,37.5,N,49,19,19,49,31,34,29.2,29.2,39.9,10.7,518.9,312.7,76.8,46.3,13,13/02/2017,Menke and Claussen 1982,doi: 10.1016/0306-4565(82)90027-4,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Crinia,signifera,Crinia signifera,25.0,5.0,20.0,10.3,wild,35.3,0.2,12,-31,151,crit,60.0,31,mid,37.5,S,-28,-43,28,43,16,35,27.6,34.4,35.7,1.3,59.9,35.6,9.0,5.3,13,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
larvae,reptiles and amphibains,terrestrial,Chordata,Amphibia,Rhacophoridae,Buergeria,japonica,Buergeria japonica,32.0,22.0,10.0,11.9,wild,43.9,0.2,7,23,121,crit,18.6,23,low,12.5,N,28,23,23,28,5,25,26.3,32.1,43.0,10.9,616.4,385.5,92.5,57.8,13,10/02/2017,chen et al 2001,,,Zool Science 18: 591-596,,,,,,,,,
juvenile,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Bufo,americanus,Bufo americanus,30.0,20.0,10.0,12.2,wild,42.2,0.2,3,34,-82,crit,42.0,34,mid,37.5,N,55,30,30,55,25,43,33.4,39.3,42.7,3.4,120.5,72.0,18.1,10.8,13,10/02/2017,Cupp 1980,doi: 10.2994/057.005.0203,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Cyprinodontinae,Cyprinodon ,nevadensis amargosae,Cyprinodon nevadensis amargosae,35.0,25.0,10.0,8.8,wild,43.8,0.2,22,36,-117,leth,2.0,36,mid,37.5,N,37,36,36,37,1,36,38.3,44.0,44.2,0.2,9.5,5.7,1.4,0.9,13,11/04/2017,Feldmeth et al 1974,doi: 10.1007/BF00696161,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Crustacea,Maxillopoda,Acartia,clausi,Acartia clausi,20.0,10.0,10.0,8.0,wild,28.0,0.2,5,41,-71,crit,240.0,41,mid,37.5,N,70,24,24,70,46,47,12.1,21.4,26.8,5.5,232.9,142.3,34.9,21.3,13,13/02/2017,Gonzalez 1974,doi: 10.1007/BF00391947,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Poeciliidae,Poecilia,sphenops,Poecilia sphenops,35.0,25.0,10.0,8.0,wild,43.0,0.2,30,17,-96,crit,60.0,17,low,12.5,N,42,5,5,42,37,23,23.7,23.7,41.2,17.5,625.6,377.6,93.8,56.6,13,11/04/2017,Hernandez & Buckle 2002,doi: 10.1016/S0306-4565(01)00008-0,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Chaetiliidae,Saduria,entomon,Saduria entomon,14.0,4.0,10.0,14.4,wild,28.4,0.2,60,60,21,crit,12.0,60,high,60.0,N,76,52,52,76,24,64,8.0,18.6,27.2,8.6,284.3,188.0,42.6,28.2,13,10/02/2017,Kivivuori and Lagerspetz 1990,,,"Ann Zool Fennici 27, 287-290",,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Malacostraca,Palaemonidae, Palaemon ,serratus,Palaemon serratus,25.0,15.0,10.0,8.5,wild,33.5,0.2,7,50,4,crit,45.0,50,mid,37.5,N,50,18,18,50,32,34,11.9,20.8,31.5,10.7,473.8,293.7,71.1,44.1,13,14/04/2017,Magozzi & Calosi 2014,doi: 10.1111/gcb.12695,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,caddoensis,Plethodon caddoensis,25.0,15.0,10.0,10.7,wild,35.7,0.2,7,34,-93,crit,48.0,34,mid,37.5,N,34,34,34,34,0,34,33.5,40.2,37.0,0.0,0.0,0.0,0.0,0.0,0,5/04/2017,Spotila 1972,,,Ecol Mono 42(1) 95-125,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethedon,glutinosus,Plethodon glutinosus,25.0,15.0,10.0,10.8,wild,35.8,0.2,7,36,-93,crit,48.0,36,mid,37.5,N,42,29,29,42,13,36,31.8,38.0,36.8,0.0,0.0,0.0,0.0,0.0,0,5/04/2017,Spotila 1972,,,Ecol Mono 42(1) 95-125,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,jordani,Plethodon jordani,25.0,15.0,10.0,10.8,wild,35.8,0.2,7,36,-93,crit,48.0,36,mid,37.5,N,36,35,35,36,1,36,31.8,38.0,36.8,0.0,0.0,0.0,0.0,0.0,0,5/04/2017,Spotila 1972,,,Ecol Mono 42(1) 95-125,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Plethodontidae,Plethodon,yonahlossee,Plethodon yonahlossee,25.0,15.0,10.0,10.2,wild,35.2,0.2,7,36,-81,crit,48.0,36,mid,37.5,N,37,35,35,37,2,36,31.5,37.3,36.2,0.0,0.0,0.0,0.0,0.0,0,5/04/2017,Spotila 1972,,,Ecol Mono 42(1) 95-125,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Scincidae,Gnypetoscincus,queenslandiae,Lygosoma queenslandiae,30.0,10.0,20.0,4.2,wild,34.2,0.2,10,-17,146,crit,1.0,17,low,12.5,S,-16,-18,17,18,2,17,30.0,36.4,34.2,0.0,0.0,0.0,0.0,0.0,0,9/04/2017,"Brattstrom, 1971",,,"Copeia 3, 554-557",,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus williamsoni,22.7,15.6,7.1,11.9,wild,34.6,0.2,23,34,-119,crit,15.0,34,mid,37.5,N,38,32,32,38,6,35,31.1,31.1,35.9,4.8,171.5,103.2,26.6,16.0,13,,Feldmeth and Baskin 1976,,,Bull South Calif Acad Sci 15:127-131,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Anaxyrus,fowleri,Anaxyrus fowleri,23.0,5.0,18.0,13.6,wild,36.6,0.2,17,42,-99,crit,60.0,42,mid,37.5,N,51,30,30,51,21,41,30.3,35.4,37.7,2.3,93.5,57.6,14.5,9.0,13,17/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Delphacidae,Nilaparvata ,lugens ,Nilaparvata lugens ,30.0,23.0,7.0,7.7,lab,37.7,0.2,7,5,100,crit,30.0,5,low,12.5,N,37,-35,0,37,37,19,31.6,40.6,38.0,0.0,0.0,0.0,0.0,0.0,0,15/04/2017,Piyaphongkul et al 2014,doi: 10.1111/afe.12047 ,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,alpina,Litoria alpina,25.0,5.0,20.0,7.2,wild,32.2,0.2,12,-38,151,crit,60.0,38,mid,37.5,S,-30,-38,30,38,8,34,21.8,25.6,31.7,6.1,320.4,189.3,51.3,30.3,14,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,peronii,Litoria peronii,30.0,10.0,20.0,6.2,wild,36.2,0.2,12,-31,148,crit,60.0,31,mid,37.5,S,-16,-38,16,38,22,27,33.7,40.4,36.8,0.0,0.0,0.0,0.0,0.0,0,13/02/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Pseudophryne,corroboree,Pseudophryne corroboree,25.0,5.0,20.0,10.2,wild,35.2,0.2,12,-37,148,crit,60.0,37,mid,37.5,S,-35,-37,35,37,1,36,22.3,29.0,34.8,5.8,305.2,180.5,48.8,28.9,14,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Cyprindae,Rhinichthys,cobitis,Rhinichthys cobitis,30.0,25.0,5.0,6.1,wild,36.1,0.2,14,33,-110,crit,18.0,33,mid,37.5,N,33,31,31,33,2,32,32.0,32.0,36.4,4.4,156.6,93.0,25.1,14.9,14,10/02/2017,Carveth et al 2006,doi: 10.1577/T05-025.1,,,,,,,,,,,
adult,aquatic invertebrates,freshwater,Arthropoda,Insecta,teloganodidae,Lestagella,penicillata,Lestagella penicillata,17.0,10.0,7.0,14.5,wild,31.5,0.2,2,-34,19,crit,20.4,34,mid,37.5,S,-34,-33,33,34,1,33,24.8,24.8,32.7,7.9,512.8,311.0,82.1,49.8,14,10/02/2017,Dallas and Rivers-Moore 2012,doi: 10.1007/s10750-011-0856-4,,,,,,,,,,,
adult,fish,marine,Chordata,Actinopterygii,clinidae,Gibbonsia,elegans,Gibbonsia elegans,20.0,10.0,10.0,11.4,wild,31.4,0.2,21,32,-117,crit,4.2,32,mid,37.5,N,39,24,24,39,15,31,17.4,20.7,31.0,10.2,364.9,215.4,58.4,34.5,14,10/02/2017,Davis 1977,doi: 10.1007/BF00402193,,Marine Biology 42:315-320,,,,,,,,,
adult,aquatic invertebrates,freshwater,Mollusca,Bivalvia,Unionidae,Elliptio  ,complanata,Alasmidonta varicosa,25.0,15.0,10.0,16.1,wild,41.1,0.2,7,41,-77,leth,21.0,41,mid,37.5,N,45,35,35,45,10,40,27.7,27.7,41.5,13.8,591.0,361.1,94.6,57.8,14,11/04/2017,Galbraith et al 2012,doi: 10.1899/11-025.1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Reptilia,Agamidae,Phrynocephalus,vlangalii,Phrynocephalus vlangalii,38.0,33.0,5.0,8.6,wild,46.6,0.2,21,37,102,crit,15.0,37,mid,37.5,N,41,35,35,41,6,38,23.4,31.2,44.3,13.1,463.7,281.4,74.2,45.0,14,15/04/2017,Wang et al 2013,doi: 10.3724/SP.J.1245.2013.00214,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Anguillidae,Gobiomorphus ,cotidianus,Gobiomorphus cotidianus,20.0,12.0,8.0,14.0,wild,34.0,0.2,7,-38,175,crit,30.0,38,mid,37.5,S,-35,-47,35,47,12,41,22.8,22.8,34.5,11.7,678.2,403.4,110.2,65.6,14,5/04/2017,"Simons, 1984",,,"Species-specific responses of freshwater organisms to elevated water temperatures. Waikato Valley Authority Technical Publication 29, Hamilton. ",,,,,,,,,
adult,fish,marine,Chordata,Actinopterygii,Carangidae,Trachurus,japonicus,Trachurus japonicus,28.0,20.0,8.0,7.1,wild,35.1,0.2,14,35,139,crit,5.0,35,mid,37.5,N,46,29,29,46,17,38,20.2,27.5,33.8,6.3,283.2,178.0,46.0,28.9,14,15/04/2017,Tsuchida 1995,doi: 10.1016/0306-4565(94)00024-D,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Poeciliidae,Poecilia ,reticulata,Poecilia reticulata,33.0,24.0,9.0,7.6,wild,40.6,0.2,24,1,-70,crit,24.0,1,low,12.5,N,14,1,1,14,13,8,31.3,31.3,40.3,9.0,500.3,305.4,83.0,50.7,14,10/02/2017,Chung 2001,doi: 10.1023/A:1013158904036,,,,,,,,,,,
adult,aquatic invertebrates,marine,Arthropoda,Crustacea,Grapsidae,Pachygrapsus ,transversus,Pachygrapsus transversus,29.0,26.0,3.0,10.4,wild,39.4,0.2,30,-24,-45,crit,1.0,23,low,12.5,S,35,-34,0,35,35,18,24.8,27.7,38.7,11.0,799.5,487.9,133.3,81.3,14,11/04/2017,Ines 2014 (MSci Thesis) Universidade de Lisboa,,,MSCi thesis,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Bufonidae,Incilius,alavarius,Incilius alvarius,30.0,23.0,7.0,9.9,wild,39.9,0.2,17,28,-110,crit,60.0,28,mid,37.5,N,35,25,25,35,10,30,37.6,44.2,41.2,0.0,0.0,0.0,0.0,0.0,0,18/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Pseudophryne,bibroni,Pseudophryne bibroni,20.0,5.0,15.0,15.0,wild,35.0,0.2,12,-37,148,crit,60.0,37,mid,37.5,S,-15,-41,15,41,26,28,22.3,29.0,35.4,6.4,338.6,200.2,58.7,34.7,15,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,30.0,10.0,20.0,4.1,wild,34.1,0.2,12,-18,146,crit,60.0,18,low,12.5,S,-17,-37,17,37,20,27,31.1,37.4,34.3,0.0,0.0,0.0,0.0,0.0,0,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,terrestrial arthropods,terrestrial,Arthropoda,Insecta,Aphidae,Myzus,persicae,Myzus persicae,25.0,20.0,5.0,16.1,lab,41.1,0.2,100,55,18,crit,30.0,55,high,60.0,N,60,-30,30,60,90,15,20.1,23.8,40.2,16.4,624.0,407.2,112.3,73.3,15,10/02/2017,Alford et al 2012,doi: 10.1111/j.1461-9563.2011.00553.x,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Myobatrachidae,Limnodynastes,tasmaniensis,Limnodynastes tasmaniensis,25.0,5.0,20.0,8.4,wild,33.4,0.2,12,-31,146,crit,60.0,31,mid,37.5,NS,47,43,43,47,90,2,33.2,39.7,34.9,0.0,0.0,0.0,0.0,0.0,0,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,rubella,Litoria rubella,30.0,10.0,20.0,9.5,wild,39.5,0.2,12,-21,148,crit,60.0,21,low,12.5,S,-8,-34,8,34,26,21,31.6,38.9,39.8,0.9,42.4,26.0,7.6,4.7,15,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
adult,fish,freshwater,Chordata,Actinopterygii,Centrarchidae,Lepomis,macrochirus,Lepomis macrochirus,35.0,25.0,10.0,5.4,wild,40.4,0.2,14,33,-81,crit,60.0,33,mid,37.5,N,50,25,25,50,25,38,33.1,33.1,41.1,8.0,282.0,167.4,50.8,30.1,15,11/04/2017,Holland et al 1974,http://www.jstor.org/stable/30155628,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,proteidae,Necturus,maculosus,Necturus maculosus,25.0,15.0,10.0,10.7,wild,35.7,0.2,14,46,-89,crit,60.0,46,mid,37.5,N,49,32,32,49,17,41,25.2,29.9,35.7,5.8,251.3,153.6,45.2,27.6,15,11/04/2017,Hutchison and rowlan 1975,doi: http://dx.doi.org/10.1603/EN13344,,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Ranidae,Rana,pipiens,Rana pipiens,30.0,23.0,7.0,5.4,wild,35.4,0.2,17,45,-79,crit,60.0,45,mid,37.5,N,61,9,9,61,53,35,24.9,29.7,34.5,4.8,199.7,121.7,36.6,22.3,15,18/02/2017,Brattstrom 1968,doi: 10.1016/0010-406X(68)90961-4,,,,,,,,,,,
adult,fish,marine,Chordata,Actinopterygii,Fundulidae,Fundulus,heteroclitus,Fundulus heteroclitus,36.0,27.0,9.0,8.1,wild,44.1,0.2,29,37,-76,crit,18.0,37,mid,37.5,N,52,28,28,52,24,40,15.9,25.9,40.4,14.5,662.6,398.7,121.5,73.1,15,10/04/2017,Bulger and Tremaine 1985,,http://www.jstor.org/stable/30158567,,,,,,,,,,
adult,reptiles and amphibains,terrestrial,Chordata,Amphibia,Hylidae,Litoria,caerulea,Litoria caerulea,30.0,10.0,20.0,9.2,wild,39.2,0.2,12,-21,151,crit,60.0,21,low,12.5,S,-5,-33,5,33,28,19,30.2,35.8,39.2,3.4,208.5,124.0,39.6,23.6,16,9/04/2017,Brattstrom 1970,doi: 10.1016/0010-406x(70) 90915-1,,,,,,,,,,,
